state,admin1_pcode,township,admin3_pcode,total_population_2021proj,conflict_ranking,flood_ranking,vul_ranking,food_security_pin_2022,food_security_target_2022,beneficiaries_2022,"crop, vegetable and seed kits",food distribution,multi-purpose cash transfer,food_cash for work_assets,IGA and small grants,vocational training,livestock kits,FFS and farmer training
Sagaing,MMR005,Kalewa,MMR005028,59267.67586886143,246,6,48,9062,905.7972813338224,0,NA,NA,NA,NA,NA,NA,NA,NA
Sagaing,MMR005,Mingin,MMR005029,109607.18132800513,13,5,71,16759,1676.1062042242897,0,NA,NA,NA,NA,NA,NA,NA,NA
Sagaing,MMR005,Kanbalu,MMR005007,310412.7719640728,69,7,92,47462,4745.788726074859,0,NA,NA,NA,NA,NA,NA,NA,NA
Sagaing,MMR005,Kyunhla,MMR005008,109317.31248515345,99,9,153,16715,1670.5384196395844,0,NA,NA,NA,NA,NA,NA,NA,NA
Sagaing,MMR005,Katha,MMR005020,176162.5379959527,40,2,121,26935,2694.4748777349478,0,NA,NA,NA,NA,NA,NA,NA,NA
Sagaing,MMR005,Indaw,MMR005021,126309.298023187,134,9,76,19313,1930.7308707400512,0,NA,NA,NA,NA,NA,NA,NA,NA
Sagaing,MMR005,Tigyaing,MMR005022,136485.16475648366,45,4,154,20869,2087.141840512734,0,NA,NA,NA,NA,NA,NA,NA,NA
Sagaing,MMR005,Banmauk,MMR005023,118329.50284932094,305,8,106,18093,1808.7419382527698,0,NA,NA,NA,NA,NA,NA,NA,NA
Sagaing,MMR005,Kawlin,MMR005024,152598.09152108652,73,9,191,23332,2332.7752023051985,0,NA,NA,NA,NA,NA,NA,NA,NA
Sagaing,MMR005,Wuntho,MMR005025,77083.05696050264,225,9,179,11786,1179.4001948683065,0,NA,NA,NA,NA,NA,NA,NA,NA
Sagaing,MMR005,Pinlebu,MMR005026,117594.32824788554,70,9,59,17980,1797.98272125588,0,NA,NA,NA,NA,NA,NA,NA,NA
Sagaing,MMR005,Mawlaik,MMR005031,53892.49928293797,262,6,88,8240,823.9836862868669,0,NA,NA,NA,NA,NA,NA,NA,NA
Sagaing,MMR005,Paungbyin,MMR005032,118356.80933451711,222,6,53,18097,1810.3244434214587,0,NA,NA,NA,NA,NA,NA,NA,NA
Sagaing,MMR005,Monywa,MMR005012,390792.56188729784,8,6,277,59752,5974.781736716537,0,NA,NA,NA,NA,NA,NA,NA,NA
Sagaing,MMR005,Budalin,MMR005013,129746.76440961284,75,9,129,19838,1984.171987084778,0,NA,NA,NA,NA,NA,NA,NA,NA
Sagaing,MMR005,Ayadaw,MMR005014,163596.30355856032,74,9,139,25014,2500.6125786130374,0,NA,NA,NA,NA,NA,NA,NA,NA
Sagaing,MMR005,Chaung-U,MMR005015,111279.17842155536,71,9,224,17015,1700.5414855629747,0,NA,NA,NA,NA,NA,NA,NA,NA
Sagaing,MMR005,Lay Shi,MMR005035,11018.166776655535,307,8,27,1685,167.533528801838,1525,0,0,0,1525,0,0,0,0
Sagaing,MMR005,Lahe,MMR005036,57088.40830032074,310,9,2,8729,873.1182531040208,1925,0,0,0,1925,0,0,0,0
Sagaing,MMR005,Nanyun,MMR005037,54591.96540373222,300,9,5,8347,835.288948932148,0,NA,NA,NA,NA,NA,NA,NA,NA
Sagaing,MMR005,Sagaing,MMR005001,322630.3235904986,65,4,266,49330,4932.98235236441,0,NA,NA,NA,NA,NA,NA,NA,NA
Sagaing,MMR005,Myinmu,MMR005002,112361.98558452666,67,6,206,17180,1717.9852405393876,0,NA,NA,NA,NA,NA,NA,NA,NA
Sagaing,MMR005,Myaung,MMR005003,111758.09216191898,43,6,180,29794,2979.5686885229857,0,NA,NA,NA,NA,NA,NA,NA,NA
Sagaing,MMR005,Shwebo,MMR005004,280213.89983596734,11,7,257,42845,4283.529523182369,0,NA,NA,NA,NA,NA,NA,NA,NA
Sagaing,MMR005,Khin-U,MMR005005,153816.38086060813,18,6,109,23519,2352.1475458965847,0,NA,NA,NA,NA,NA,NA,NA,NA
Sagaing,MMR005,Wetlet,MMR005006,206075.74227892887,60,9,126,31509,3151.101903850658,0,NA,NA,NA,NA,NA,NA,NA,NA
Sagaing,MMR005,Ye-U,MMR005009,124234.00514827788,27,8,169,18995,1900.462173678917,0,NA,NA,NA,NA,NA,NA,NA,NA
Sagaing,MMR005,Tabayin,MMR005010,147890.87357303873,29,9,104,22613,2260.74857103089,0,NA,NA,NA,NA,NA,NA,NA,NA
Sagaing,MMR005,Taze,MMR005011,173406.68349000052,17,9,100,26514,2650.611866272992,0,NA,NA,NA,NA,NA,NA,NA,NA
Sagaing,MMR005,Tamu,MMR005030,120641.10184611999,85,9,195,18446,1845.3976384542723,0,NA,NA,NA,NA,NA,NA,NA,NA
Sagaing,MMR005,Yinmarbin,MMR005016,148589.28944440238,6,7,145,22719,2272.0697665373496,0,NA,NA,NA,NA,NA,NA,NA,NA
Sagaing,MMR005,Kani,MMR005017,141301.6086453162,12,7,118,24570,2457.013403886237,0,NA,NA,NA,NA,NA,NA,NA,NA
Sagaing,MMR005,Salingyi,MMR005018,127928.78264520611,98,6,252,19560,1955.9689138488495,0,NA,NA,NA,NA,NA,NA,NA,NA
Sagaing,MMR005,Pale,MMR005019,151242.21950615357,19,9,132,23125,2311.5065690822457,0,NA,NA,NA,NA,NA,NA,NA,NA
Shan (East),MMR222,Kengtung,MMR016001,190678.07106639686,274,9,238,70170,25000,0,NA,NA,NA,NA,NA,NA,NA,NA
Shan (East),MMR222,Mongkhet,MMR016002,49472.748796437016,310,9,58,7000.010935993042,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Shan (East),MMR222,Mongyang,MMR016003,119598.77030615482,310,9,47,44012,10000,275,NA,NA,NA,NA,NA,NA,NA,NA
Shan (East),MMR222,Mongla,MMR016005,47850.61860323728,310,10,244,6999.989010072383,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Shan (East),MMR222,Mongping,MMR016007,76476.77232090256,296,9,36,10999.823250005875,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Shan (East),MMR222,Monghsat,MMR016006,116270.07026586277,309,10,105,42787,10000,0,NA,NA,NA,NA,NA,NA,NA,NA
Shan (East),MMR222,Mongton,MMR016008,77872.24870628536,300,9,95,11500.005006632337,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Shan (East),MMR222,Tachileik,MMR016009,197003.26777179833,167,8,285,72497,25000,0,NA,NA,NA,NA,NA,NA,NA,NA
Shan (East),MMR222,Monghpyak,MMR016010,33949.185057131006,306,9,37,4499.891905693609,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Shan (East),MMR222,Mongyawng,MMR016011,88761.63091419675,296,9,28,12999.88849307263,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Shan (North),MMR222,Pangwaun,MMR015007,107879.43518432547,310,10,6,21000.19458355443,0,955,NA,NA,NA,NA,NA,NA,NA,NA
Shan (North),MMR222,Mongmao,MMR015008,78532.21126434059,310,10,13,14000.070850397218,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Shan (North),MMR222,Hopang,MMR015021,67885.03753733159,310,9,30,11000.134820677367,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Shan (North),MMR222,Laukkaing,MMR015022,105382.9101541064,293,9,116,14000.031636486985,0,925,NA,NA,NA,NA,NA,NA,NA,NA
Shan (North),MMR222,Konkyan,MMR015023,66731.76963285124,298,10,11,20999.750961023416,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Shan (North),MMR222,Kyaukme,MMR015012,191221.37357631102,30,9,250,73689,18421.81763278474,413,0,413,0,0,0,0,0,0
Shan (North),MMR222,Nawnghkio,MMR015013,166481.66603385995,136,9,262,61265,15315.686731292519,0,NA,NA,NA,NA,NA,NA,NA,NA
Shan (North),MMR222,Hsipaw,MMR015014,195720.0072422465,81,8,194,72220,18055.779324188505,118,0,118,0,0,0,0,0,0
Shan (North),MMR222,Namtu,MMR015015,56022.37721350035,114,9,251,21014,5254.243307624785,561,0,1570,0,0,0,0,0,0
Shan (North),MMR222,Lashio,MMR015001,359318.5035149055,46,8,177,132229,40000,109,0,109,0,0,0,0,0,0
Shan (North),MMR222,Hseni,MMR015002,62954.206169235404,140,8,66,23336,5834.027032555601,390,0,1170,0,0,0,0,0,0
Shan (North),MMR222,Mongyai,MMR015003,65969.59065166286,227,9,14,24277,6068.79766679279,0,NA,NA,NA,NA,NA,NA,NA,NA
Shan (North),MMR222,Tangyan,MMR015004,191994.66303827474,248,8,12,70654,17664.491014127285,0,NA,NA,NA,NA,NA,NA,NA,NA
Shan (North),MMR222,Kunlong,MMR015020,65300.739708987356,279,9,19,24031,6008.331965114499,0,NA,NA,NA,NA,NA,NA,NA,NA
Shan (North),MMR222,Pangsang (Panghkam),MMR015005,117739.98687244033,308,10,22,43328,10831.921208308622,0,NA,NA,NA,NA,NA,NA,NA,NA
Shan (North),MMR222,Narphan,MMR015006,129081.56564790812,310,10,4,47502,11876.495981105403,405,NA,NA,NA,NA,NA,NA,NA,NA
Shan (North),MMR222,Matman,MMR015024,21923.200665902245,310,9,1,8068,2017.0655408666244,0,NA,NA,NA,NA,NA,NA,NA,NA
Shan (North),MMR222,Mongmit,MMR015017,70362.67475023259,250,8,253,25893,6472.633943680719,0,NA,NA,NA,NA,NA,NA,NA,NA
Shan (North),MMR222,Mabein,MMR015018,52661.4567789598,299,9,265,19379,4845.1459807339925,0,NA,NA,NA,NA,NA,NA,NA,NA
Shan (North),MMR222,Muse,MMR015009,190888.05915305082,5,9,281,71329,17832.644545071726,3286,0,3859,0,0,20,0,0,0
Shan (North),MMR222,Namhkan,MMR015010,118919.91993078153,97,9,230,32000.474803373254,0,1328,0,3604,0,0,0,0,0,0
Shan (North),MMR222,Kutkai,MMR015011,194046.7688374802,33,10,212,74366,18591.573253793504,2218,0,5962,0,0,0,0,0,0
Shan (North),MMR222,Namhsan,MMR015016,80222.11539026989,158,9,221,18000.159464011853,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Shan (North),MMR222,Manton,MMR015019,42887.56684089259,223,9,98,11999.434659827964,0,318,0,849,0,0,0,0,0,0
Shan (South),MMR222,Pindaya,MMR014006,88109.44569268427,190,9,204,32424,150,336,0,0,0,0,0,411,0,250
Shan (South),MMR222,Ywangan,MMR014007,91697.01993504175,128,10,181,33745,150,444,0,0,0,0,0,819,0,50
Shan (South),MMR222,Langkho,MMR014018,44787.45905347584,310,9,128,12500.163110611034,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Shan (South),MMR222,Mongnai,MMR014019,43815.29198563354,294,10,108,16124,50,0,NA,NA,NA,NA,NA,NA,NA,NA
Shan (South),MMR222,Mawkmai,MMR014020,37564.53550142687,308,10,25,6000.108914943583,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Shan (South),MMR222,Mongpan,MMR014021,28805.03245814827,281,10,93,10600,50,0,NA,NA,NA,NA,NA,NA,NA,NA
Shan (South),MMR222,Loilen,MMR014011,138388.81539341103,204,10,55,50927,50,0,NA,NA,NA,NA,NA,NA,NA,NA
Shan (South),MMR222,Laihka,MMR014012,54253.588674066115,278,10,74,19965,50,0,NA,NA,NA,NA,NA,NA,NA,NA
Shan (South),MMR222,Nansang,MMR014013,129949.29419646223,270,10,62,47821,1000,0,NA,NA,NA,NA,NA,NA,NA,NA
Shan (South),MMR222,Kunhing,MMR014014,59333.30048455188,295,10,33,21835,50,0,NA,NA,NA,NA,NA,NA,NA,NA
Shan (South),MMR222,Kyethi,MMR014015,82621.9792377435,188,10,20,31215,5000,0,NA,NA,NA,NA,NA,NA,NA,NA
Shan (South),MMR222,Mongkaing,MMR014016,82544.20587231612,119,10,24,32294,50,0,NA,NA,NA,NA,NA,NA,NA,NA
Shan (South),MMR222,Monghsu,MMR014017,80830.96973675858,266,9,31,29746,50,0,NA,NA,NA,NA,NA,NA,NA,NA
Shan (South),MMR222,Hopong,MMR014003,124824.02941479757,282,10,127,45935,50,0,NA,NA,NA,NA,NA,NA,NA,NA
Shan (South),MMR222,Hsihseng,MMR014004,170025.90940119364,184,9,117,63075,50,0,NA,NA,NA,NA,NA,NA,NA,NA
Shan (South),MMR222,Pinlaung,MMR014009,213606.77024246746,147,9,166,78645,50,0,NA,NA,NA,NA,NA,NA,NA,NA
Shan (South),MMR222,Taunggyi,MMR014001,486701.276652264,38,8,284,179129,200,0,NA,NA,NA,NA,NA,NA,NA,NA
Shan (South),MMR222,Nyaungshwe,MMR014002,210440.28322149537,156,9,249,77442,20,0,NA,NA,NA,NA,NA,NA,NA,NA
Shan (South),MMR222,Kalaw,MMR014005,206747.15941177213,126,9,245,76083,100,0,NA,NA,NA,NA,NA,NA,NA,NA
Shan (South),MMR222,Lawksawk,MMR014008,183022.9498121872,233,9,183,67352,20,0,NA,NA,NA,NA,NA,NA,NA,NA
Shan (South),MMR222,Pekon,MMR014010,115093.4703517542,16,9,174,48656,150,4710,0,4540,0,0,170,0,0,0
Tanintharyi,MMR006,Dawei,MMR006001,156104.6855057658,23,10,258,37777,5667.399944364489,314,0,0,314,0,0,0,0,0
Tanintharyi,MMR006,Launglon,MMR006002,125675.93475263125,89,8,187,30414,4561.96356877042,0,NA,NA,NA,NA,NA,NA,NA,NA
Tanintharyi,MMR006,Thayetchaung,MMR006003,112233.83467999121,137,9,210,27161,4073.911803025714,0,NA,NA,NA,NA,NA,NA,NA,NA
Tanintharyi,MMR006,Yebyu,MMR006004,130260.37599431549,118,9,158,31675,4750.808359136868,81,0,0,0,0,0,81,0,0
Tanintharyi,MMR006,Kawthoung,MMR006009,148728.7911632599,160,8,198,35992,5399.144884661607,0,NA,NA,NA,NA,NA,NA,NA,NA
Tanintharyi,MMR006,Bokpyin,MMR006010,86800.59531694955,290,10,67,21006,3151.1383960730022,0,NA,NA,NA,NA,NA,NA,NA,NA
Tanintharyi,MMR006,Myeik,MMR006005,302183.2957380707,90,8,242,73128,10968.746370572688,0,NA,NA,NA,NA,NA,NA,NA,NA
Tanintharyi,MMR006,Kyunsu,MMR006006,182435.48113600473,284,10,43,44149,6621.592059895221,0,NA,NA,NA,NA,NA,NA,NA,NA
Tanintharyi,MMR006,Palaw,MMR006007,138077.08199467565,87,8,149,33964,5095.369450381044,0,NA,NA,NA,NA,NA,NA,NA,NA
Tanintharyi,MMR006,Tanintharyi,MMR006008,113498.91102819465,133,6,69,27467,4119.989529703143,0,NA,NA,NA,NA,NA,NA,NA,NA
Yangon,MMR013,Thingangyun,MMR013009,243788.8109873174,80,8,317,68261.25,68261.13292380996,0,NA,NA,NA,NA,NA,NA,NA,NA
Yangon,MMR013,Yankin,MMR013010,82563.23088085231,146,8,326,23117.5,23118.295357134808,0,NA,NA,NA,NA,NA,NA,NA,NA
Yangon,MMR013,South Okkalapa,MMR013011,187509.9813789108,77,8,323,52502.5,52503.20521470707,0,NA,NA,NA,NA,NA,NA,NA,NA
Yangon,MMR013,North Okkalapa,MMR013012,387868.8990213952,76,7,308,108603.75,108602.70827479297,269720,0,269720,0,0,0,0,0,0
Yangon,MMR013,Thaketa,MMR013013,256671.4959286959,39,8,309,71867.5,71867.9811399701,0,NA,NA,NA,NA,NA,NA,NA,NA
Yangon,MMR013,Dawbon,MMR013014,87659.28122938855,144,8,304,24545,24545.401262330946,0,NA,NA,NA,NA,NA,NA,NA,NA
Yangon,MMR013,Tamwe,MMR013015,192382.59220542855,28,8,321,53867.5,53866.87418277388,0,NA,NA,NA,NA,NA,NA,NA,NA
Yangon,MMR013,Pazundaung,MMR013016,56389.38562190537,172,8,320,15788.75,15788.972025916059,0,NA,NA,NA,NA,NA,NA,NA,NA
Yangon,MMR013,Botahtaung,MMR013017,47707.829193478705,192,8,327,13358.75,13357.807828590627,0,NA,NA,NA,NA,NA,NA,NA,NA
Yangon,MMR013,Dagon Myothit (South),MMR013018,432502.10729209863,57,8,300,121100,121101.40995960019,0,NA,NA,NA,NA,NA,NA,NA,NA
Yangon,MMR013,Dagon Myothit (North),MMR013019,237343.97727409672,72,8,312,66456.25,66455.6863647331,0,NA,NA,NA,NA,NA,NA,NA,NA
Yangon,MMR013,Dagon Myothit (East),MMR013020,192749.1726712401,215,6,295,53970,53970.23165304706,0,NA,NA,NA,NA,NA,NA,NA,NA
Yangon,MMR013,Dagon Myothit (Seikkan),MMR013021,194867.1931403737,132,7,289,54562.5,54563.18592132887,0,NA,NA,NA,NA,NA,NA,NA,NA
Yangon,MMR013,Mingalartaungnyunt,MMR013022,154189.56265790385,83,7,314,43172.5,43172.9224559262,0,NA,NA,NA,NA,NA,NA,NA,NA
Yangon,MMR013,Insein,MMR013001,355272.33125192724,37,8,306,99476.25,99475.74725010256,0,NA,NA,NA,NA,NA,NA,NA,NA
Yangon,MMR013,Mingaladon,MMR013002,385882.3820209496,130,7,305,108047.5,108046.93303417561,0,NA,NA,NA,NA,NA,NA,NA,NA
Yangon,MMR013,Hmawbi,MMR013003,284660.787304043,226,8,273,79705,79704.9795548732,0,NA,NA,NA,NA,NA,NA,NA,NA
Yangon,MMR013,Hlegu,MMR013004,315074.1647437887,178,9,264,88221.25,88221.23387235914,0,NA,NA,NA,NA,NA,NA,NA,NA
Yangon,MMR013,Taikkyi,MMR013005,322669.94474490674,185,7,199,90347.5,90348.4154733367,0,NA,NA,NA,NA,NA,NA,NA,NA
Yangon,MMR013,Htantabin,MMR013006,169665.07705270514,280,8,140,47506.25,47505.77842627601,0,NA,NA,NA,NA,NA,NA,NA,NA
Yangon,MMR013,Shwepyithar,MMR013007,399777.52729647426,94,6,297,111937.5,111938.2923577508,382031,0,382031,0,0,0,0,0,0
Yangon,MMR013,Hlaingtharya,MMR013008,800503.5088140167,48,10,299,227976.27210950773,227976,801760,NA,NA,NA,NA,NA,NA,NA,NA
Yangon,MMR013,Thanlyin,MMR013023,311957.6489106349,120,7,261,87348.75,87347.8583052521,0,NA,NA,NA,NA,NA,NA,NA,NA
Yangon,MMR013,Kyauktan,MMR013024,194867.1931403737,255,6,150,54562.5,54563.18592132887,0,NA,NA,NA,NA,NA,NA,NA,NA
Yangon,MMR013,Thongwa,MMR013025,183727.80196974368,260,6,73,51443.75,51444.21544937408,0,NA,NA,NA,NA,NA,NA,NA,NA
Yangon,MMR013,Kayan,MMR013026,183894.21786374706,181,7,114,51490,51489.61900097004,0,NA,NA,NA,NA,NA,NA,NA,NA
Yangon,MMR013,Twantay,MMR013027,263979.8302947172,153,7,103,73913.75,73913.64751916009,0,NA,NA,NA,NA,NA,NA,NA,NA
Yangon,MMR013,Kawhmu,MMR013028,138544.1411265676,175,7,42,38792.50000000001,38791.640487892946,0,NA,NA,NA,NA,NA,NA,NA,NA
Yangon,MMR013,Kungyangon,MMR013029,129911.46209358246,173,7,165,36375,36374.7906150022,0,NA,NA,NA,NA,NA,NA,NA,NA
Yangon,MMR013,Dala,MMR013030,201161.9034247383,198,7,222,56325,56324.6670430415,144855,0,144855,0,0,0,0,0,0
Yangon,MMR013,Seikgyikanaungto,MMR013031,39570.90659997209,264,8,269,11080,11080.146153935677,0,NA,NA,NA,NA,NA,NA,NA,NA
Yangon,MMR013,Cocokyun,MMR013032,2257.670170395138,310,10,293,632.5,631.8523867747328,0,NA,NA,NA,NA,NA,NA,NA,NA
Yangon,MMR013,Kyauktada,MMR013033,34741.35443134332,62,8,316,9727.5,9728.420777423498,0,NA,NA,NA,NA,NA,NA,NA,NA
Yangon,MMR013,Pabedan,MMR013034,38794.68701045995,276,8,302,10862.5,10863.487658962093,0,NA,NA,NA,NA,NA,NA,NA,NA
Yangon,MMR013,Lanmadaw,MMR013035,54882.332595791086,174,8,322,15367.5,15366.946873362167,0,NA,NA,NA,NA,NA,NA,NA,NA
Yangon,MMR013,Latha,MMR013036,29160.02137092318,268,8,313,8165,8165.194020751816,0,NA,NA,NA,NA,NA,NA,NA,NA
Yangon,MMR013,Ahlone,MMR013037,64567.03937827991,163,8,318,18078.75,18079.228976981663,0,NA,NA,NA,NA,NA,NA,NA,NA
Yangon,MMR013,Kyeemyindaing,MMR013038,129774.13988734195,125,8,292,36336.25,36337.24083314043,0,NA,NA,NA,NA,NA,NA,NA,NA
Yangon,MMR013,Sanchaung,MMR013039,115931.36324979032,44,8,328,32461.25,32461.218291526653,0,NA,NA,NA,NA,NA,NA,NA,NA
Yangon,MMR013,Hlaing,MMR013040,186556.8721678007,50,8,315,52236.25,52236.07579312577,0,NA,NA,NA,NA,NA,NA,NA,NA
Yangon,MMR013,Kamaryut,MMR013041,98416.9632165703,88,8,330,27556.25,27557.2503016338,0,NA,NA,NA,NA,NA,NA,NA,NA
Yangon,MMR013,Mayangone,MMR013042,230553.5105502536,96,7,307,64555,64555.017045933484,0,NA,NA,NA,NA,NA,NA,NA,NA
Yangon,MMR013,Dagon,MMR013043,29189.115058686,249,8,329,8172.5,8173.04778384729,0,NA,NA,NA,NA,NA,NA,NA,NA
Yangon,MMR013,Bahan,MMR013044,112571.62418693941,135,8,319,31520,31519.94522775214,0,NA,NA,NA,NA,NA,NA,NA,NA
Yangon,MMR013,Seikkan,MMR013045,3288.7504647096184,310,10,298,921.25,921.1498942728779,0,NA,NA,NA,NA,NA,NA,NA,NA
