admin3_pcode,battles,explosions_remote_violence,protests_and_riots,strategic_developments,violence_against_civilians,total_idps,fatalities,score_i,index_battles,index_explosions_remote_violence,index_violence_against_civilians,index_fatalities,index_strategic_developments,index_protests_and_riots,env_battles,env_explosions_remote_violence,env_violence_against_civilians,env_fatalities,score_env,admin1,admin3,partners,beneficiaries,old_conflict_score
MMR003004,7,1,0,4,1,7551,3,0.035513758966460904,0.045751633986928095,0.012987012987012991,0.020833333333333336,0.00555555555555556,0.043010752688172046,0,0.0457516339869281,0.012987012987012988,0.020833333333333332,0.005555555555555556,0.02128188396570749,Kayin,Thandaunggyi,3,3295,0.020477576742283204
MMR003005,29,22,8,28,7,11924,153,0.1904530800733085,0.18954248366013068,0.2857142857142857,0.14583333333333334,0.2833333333333333,0.3010752688172043,0.2285714285714286,0.1895424836601307,0.2857142857142857,0.14583333333333334,0.2833333333333333,0.22610585901027078,Kayin,Myawaddy,2,8046,0.2358326676956738
MMR003006,25,11,3,11,2,7444,111,0.10872790385545028,0.1633986928104575,0.14285714285714285,0.04166666666666667,0.20555555555555555,0.11827956989247312,0.08571428571428572,0.16339869281045752,0.14285714285714285,0.041666666666666664,0.20555555555555555,0.13836951447245566,Kayin,Kawkareik,3,34057,0.13287171303569215
MMR003007,14,14,2,10,9,200,23,0.06423315588883995,0.09150326797385619,0.1818181818181818,0.1875,0.0425925925925926,0.10752688172043012,0.05714285714285715,0.0915032679738562,0.18181818181818182,0.1875,0.04259259259259259,0.12585351059615765,Kayin,Kyainseikgyi,1,1342,0.09871791476834883
MMR004001,10,5,1,20,5,3356,42,0.06190345168620326,0.06535947712418298,0.06493506493506494,0.10416666666666666,0.07777777777777778,0.21505376344086025,0.028571428571428574,0.06535947712418301,0.06493506493506493,0.10416666666666667,0.07777777777777778,0.0780597466259231,Chin,Falam,NA,NA,0.08111154965361414
MMR004002,27,8,7,21,5,1617,115,0.1219596323978381,0.17647058823529407,0.10389610389610389,0.10416666666666666,0.21296296296296297,0.22580645161290325,0.19999999999999998,0.17647058823529413,0.1038961038961039,0.10416666666666667,0.21296296296296297,0.1493740804402569,Chin,Hakha,1,2912,0.17673404444595903
MMR004003,15,7,0,16,4,10657,112,0.09777439617698223,0.0980392156862745,0.0909090909090909,0.08333333333333334,0.2074074074074074,0.17204301075268819,0,0.09803921568627451,0.09090909090909091,0.08333333333333333,0.2074074074074074,0.11992226183402654,Chin,Thantlang,NA,NA,0.10420453912122223
MMR004004,15,5,0,4,4,0,29,0.03553713430822497,0.0980392156862745,0.06493506493506494,0.08333333333333334,0.0537037037037037,0.043010752688172046,0,0.09803921568627451,0.06493506493506493,0.08333333333333333,0.053703703703703705,0.07500282941459412,Chin,Tedim,1,NA,0.05595425628542317
MMR004005,0,0,0,1,0,0,0,7.481678807990177e-4,0,0,0,0,0.010752688172043019,0,0,0,0,0,0,Chin,Tonzang,1,NA,0.001197720189975998
MMR004006,74,6,1,27,7,10594,295,0.21436960250785486,0.48366013071895414,0.0779220779220779,0.14583333333333334,0.5462962962962963,0.2903225806451613,0.028571428571428574,0.48366013071895425,0.07792207792207792,0.14583333333333334,0.5462962962962963,0.31342795956766545,Chin,Mindat,2,3117,0.2853963664807971
MMR004007,10,5,1,9,2,5255,74,0.062210031985278386,0.06535947712418298,0.06493506493506494,0.04166666666666667,0.13703703703703704,0.09677419354838711,0.028571428571428574,0.06535947712418301,0.06493506493506493,0.041666666666666664,0.13703703703703704,0.07724956144073791,Chin,Matupi,NA,NA,0.07230131607971739
MMR004008,22,1,0,8,4,1648,63,0.05424017236166242,0.14379084967320258,0.012987012987012991,0.08333333333333334,0.11666666666666665,0.08602150537634409,0,0.1437908496732026,0.012987012987012988,0.08333333333333333,0.11666666666666667,0.0891944656650539,Chin,Kanpetlet,NA,NA,0.07735692382351121
MMR004009,3,5,1,8,0,6514,11,0.040498286557075866,0.019607843137254898,0.06493506493506494,0,0.020370370370370372,0.08602150537634409,0.028571428571428574,0.0196078431372549,0.06493506493506493,0,0.020370370370370372,0.02622831961067255,Chin,Paletwa,2,NA,0.03237493880250704
MMR005001,7,20,4,26,7,0,39,0.08474488118957844,0.045751633986928095,0.2597402597402597,0.14583333333333334,0.07222222222222223,0.2795698924731183,0.1142857142857143,0.0457516339869281,0.2597402597402597,0.14583333333333334,0.07222222222222222,0.13088686232068583,Sagaing,Sagaing,NA,NA,0.13037574851322362
MMR005002,5,12,2,2,1,2998,50,0.049819307375796096,0.03267973856209149,0.1558441558441558,0.020833333333333336,0.0925925925925926,0.021505376344086023,0.05714285714285715,0.032679738562091505,0.15584415584415584,0.020833333333333332,0.09259259259259259,0.07548745508304332,Sagaing,Myinmu,NA,NA,0.06252946923152464
MMR005003,20,26,0,25,15,4068,235,0.15465660370233222,0.130718954248366,0.3376623376623376,0.3125,0.4351851851851852,0.2688172043010753,0,0.13071895424836602,0.33766233766233766,0.3125,0.4351851851851852,0.3040166192739722,Sagaing,Myaung,1,4106,0.2258076683618385
MMR005004,5,14,13,32,25,24040,55,0.22632204356422037,0.03267973856209149,0.1818181818181818,0.5208333333333334,0.10185185185185185,0.3440860215053764,0.37142857142857144,0.032679738562091505,0.18181818181818182,0.5208333333333334,0.10185185185185185,0.20929577639136465,Sagaing,Shwebo,2,2857,0.23132166863818684
MMR005005,30,23,2,43,43,350,179,0.2032529815007506,0.196078431372549,0.29870129870129863,0.8958333333333333,0.3314814814814815,0.46236559139784955,0.05714285714285715,0.19607843137254902,0.2987012987012987,0.8958333333333334,0.3314814814814815,0.4305236362221656,Sagaing,Khin-U,2,2691,0.3188169551971124
MMR005006,10,15,1,32,16,0,77,0.09613458319536415,0.06535947712418298,0.19480519480519476,0.33333333333333337,0.1425925925925926,0.3440860215053764,0.028571428571428574,0.06535947712418301,0.19480519480519481,0.3333333333333333,0.1425925925925926,0.18402264946382593,Sagaing,Wetlet,2,1982,0.15183640037891
MMR005007,7,12,1,17,12,2454,16,0.06576694235750337,0.045751633986928095,0.1558441558441558,0.25000000000000006,0.029629629629629634,0.18279569892473121,0.028571428571428574,0.0457516339869281,0.15584415584415584,0.25,0.02962962962962963,0.12030635486517839,Sagaing,Kanbalu,NA,NA,0.09207634226751396
MMR005008,2,3,0,8,7,12024,64,0.07262673087176795,0.013071895424836598,0.03896103896103897,0.14583333333333334,0.11851851851851852,0.08602150537634409,0,0.013071895424836602,0.03896103896103896,0.14583333333333334,0.11851851851851852,0.07909619655943186,Sagaing,Kyunhla,NA,NA,0.05844291866717362
MMR005009,7,19,0,24,15,19695,92,0.14721034853669446,0.045751633986928095,0.24675324675324672,0.3125,0.1703703703703704,0.25806451612903225,0,0.0457516339869281,0.24675324675324675,0.3125,0.17037037037037037,0.19384381277763632,Sagaing,Ye-U,NA,NA,0.14105478770191193
MMR005010,21,33,1,52,17,3975,295,0.20438261149901465,0.13725490196078427,0.42857142857142855,0.35416666666666674,0.5462962962962963,0.5591397849462366,0.028571428571428574,0.13725490196078433,0.42857142857142855,0.3541666666666667,0.5462962962962963,0.366572323373794,Sagaing,Tabayin,1,2228,0.30423228699967503
MMR005011,9,44,1,31,36,25745,147,0.247432401681145,0.0588235294117647,0.5714285714285714,0.75,0.2722222222222222,0.33333333333333337,0.028571428571428574,0.058823529411764705,0.5714285714285714,0.75,0.2722222222222222,0.41311858076563956,Sagaing,Taze,1,1327,0.27134840554634115
MMR005012,24,60,13,51,48,0,151,0.29142977012139665,0.15686274509803919,0.7792207792207791,1,0.2796296296296296,0.5483870967741936,0.37142857142857144,0.1568627450980392,0.7792207792207793,1,0.2796296296296296,0.5539282884871121,Sagaing,Monywa,NA,NA,0.4491456393528521
MMR005013,4,20,0,13,12,921,21,0.05980682343030317,0.026143790849673196,0.2597402597402597,0.25000000000000006,0.038888888888888896,0.13978494623655915,0,0.026143790849673203,0.2597402597402597,0.25,0.03888888888888889,0.14369323486970545,Sagaing,Budalin,NA,NA,0.091309929712035
MMR005014,11,25,0,20,11,0,73,0.08475563517241916,0.07189542483660129,0.3246753246753246,0.22916666666666669,0.13518518518518519,0.21505376344086025,0,0.0718954248366013,0.3246753246753247,0.22916666666666666,0.13518518518518519,0.19023065034094444,Sagaing,Ayadaw,NA,NA,0.1349437904498207
MMR005015,7,12,1,11,7,0,77,0.06057848509145076,0.045751633986928095,0.1558441558441558,0.14583333333333334,0.1425925925925926,0.11827956989247312,0.028571428571428574,0.0457516339869281,0.15584415584415584,0.14583333333333334,0.1425925925925926,0.12250542893925248,Sagaing,Chaung-U,NA,NA,0.09499665825414018
MMR005016,40,30,5,37,22,8945,310,0.25322634269278704,0.26143790849673193,0.3896103896103895,0.45833333333333337,0.5740740740740741,0.39784946236559143,0.14285714285714285,0.26143790849673204,0.38961038961038963,0.4583333333333333,0.5740740740740741,0.42086392637863224,Sagaing,Yinmarbin,1,1932,0.35264904944957803
MMR005017,58,33,0,57,29,11490,362,0.2960919630650503,0.37908496732026137,0.42857142857142855,0.6041666666666667,0.6703703703703704,0.6129032258064516,0,0.3790849673202614,0.42857142857142855,0.6041666666666666,0.6703703703703704,0.5205483582321818,Sagaing,Kani,1,4904,0.41402168615969503
MMR005018,2,17,0,1,9,3608,61,0.05866779347775875,0.013071895424836598,0.22077922077922074,0.1875,0.11296296296296296,0.010752688172043019,0,0.013071895424836602,0.22077922077922077,0.1875,0.11296296296296296,0.13357851979175508,Sagaing,Salingyi,NA,NA,0.07643692635239269
MMR005019,39,41,0,17,16,9097,363,0.2286785102609418,0.25490196078431365,0.5324675324675324,0.33333333333333337,0.6722222222222224,0.18279569892473121,0,0.2549019607843137,0.5324675324675324,0.3333333333333333,0.6722222222222223,0.44823126220185044,Sagaing,Pale,1,4594,0.3185781811688067
MMR005020,30,10,0,21,1,0,250,0.11514030520879975,0.196078431372549,0.12987012987012986,0.020833333333333336,0.46296296296296297,0.22580645161290325,0,0.19607843137254902,0.12987012987012986,0.020833333333333332,0.46296296296296297,0.2024362143847438,Sagaing,Katha,NA,NA,0.18100745284833591
MMR005021,3,5,2,2,1,0,15,0.023744124487900583,0.019607843137254898,0.06493506493506494,0.020833333333333336,0.027777777777777776,0.021505376344086023,0.05714285714285715,0.0196078431372549,0.06493506493506493,0.020833333333333332,0.027777777777777776,0.03328850479585774,Sagaing,Indaw,NA,NA,0.03534677602057302
MMR005022,12,22,0,13,8,0,252,0.11497928404255714,0.07843137254901959,0.2857142857142857,0.16666666666666669,0.4666666666666667,0.13978494623655915,0,0.0784313725490196,0.2857142857142857,0.16666666666666666,0.4666666666666667,0.24936974789915967,Sagaing,Tigyaing,NA,NA,0.18190106845576132
MMR005024,12,12,3,14,9,350,270,0.12651505450468836,0.07843137254901959,0.1558441558441558,0.1875,0.5,0.15053763440860216,0.08571428571428572,0.0784313725490196,0.15584415584415584,0.1875,0.5,0.23044388209829386,Sagaing,Kawlin,NA,NA,0.1947363908409376
MMR005025,0,2,0,1,1,794,6,0.00806642777470462,0,0.025974025974025983,0.020833333333333336,0.011111111111111112,0.010752688172043019,0,0,0.025974025974025976,0.020833333333333332,0.011111111111111112,0.014479617604617606,Sagaing,Wuntho,NA,NA,0.009116156005278124
MMR005026,12,3,1,3,4,15327,102,0.09734789394775037,0.07843137254901959,0.03896103896103897,0.08333333333333334,0.18888888888888888,0.03225806451612904,0.028571428571428574,0.0784313725490196,0.03896103896103896,0.08333333333333333,0.18888888888888888,0.0974036584330702,Sagaing,Pinlebu,NA,NA,0.08020867923339095
MMR005027,51,44,8,93,42,21992,537,0.4569218886013862,0.33333333333333326,0.5714285714285714,0.875,0.9944444444444446,1,0.2285714285714286,0.3333333333333333,0.5714285714285714,0.875,0.9944444444444445,0.6935515873015873,Sagaing,Kale,NA,NA,0.6108640843380558
MMR005028,2,2,0,4,0,0,30,0.013984067568872157,0.013071895424836598,0.025974025974025983,0,0.05555555555555556,0.043010752688172046,0,0.013071895424836602,0.025974025974025976,0,0.05555555555555555,0.023650369238604533,Sagaing,Kalewa,NA,NA,0.022085339191539526
MMR005029,34,7,0,31,26,27447,274,0.24963255235741189,0.22222222222222218,0.0909090909090909,0.5416666666666667,0.5074074074074074,0.33333333333333337,0,0.2222222222222222,0.09090909090909091,0.5416666666666666,0.5074074074074074,0.3405513468013468,Sagaing,Mingin,NA,NA,0.26515448289092003
MMR005030,13,4,2,7,10,0,130,0.0771967955688801,0.0849673202614379,0.051948051948051945,0.20833333333333331,0.24074074074074073,0.07526881720430108,0.05714285714285715,0.08496732026143791,0.05194805194805195,0.20833333333333334,0.24074074074074073,0.14649736157089097,Sagaing,Tamu,NA,NA,0.11955712852827154
MMR005031,0,1,0,0,0,0,0,9.960189441338531e-4,0,0.012987012987012991,0,0,0,0,0,0.012987012987012988,0,0,0.003246753246753247,Sagaing,Mawlaik,NA,NA,0.0016082352688958036
MMR005032,0,0,0,1,0,0,0,7.481678807990177e-4,0,0,0,0,0.010752688172043019,0,0,0,0,0,0,Sagaing,Paungbyin,NA,NA,0.001197720189975998
MMR005033,4,2,2,4,1,0,8,0.021574203645796965,0.026143790849673196,0.025974025974025983,0.020833333333333336,0.014814814814814814,0.043010752688172046,0.05714285714285715,0.026143790849673203,0.025974025974025976,0.020833333333333332,0.014814814814814815,0.02194149124296183,Sagaing,Hkamti,NA,NA,0.031829447427476426
MMR005034,9,4,2,6,8,0,16,0.04264088474042724,0.0588235294117647,0.051948051948051945,0.16666666666666669,0.029629629629629634,0.06451612903225808,0.05714285714285715,0.058823529411764705,0.05194805194805195,0.16666666666666666,0.02962962962962963,0.07676696941402823,Sagaing,Homalin,NA,NA,0.0652842111429552
MMR005037,1,0,0,0,0,0,6,0.0023814559127933463,0.006535947712418299,0,0,0.011111111111111112,0,0,0.006535947712418301,0,0,0.011111111111111112,0.004411764705882353,Sagaing,Nanyun,2,3623,0.003714288764215227
MMR006001,11,7,18,35,16,1783,53,0.16991697493296165,0.07189542483660129,0.0909090909090909,0.33333333333333337,0.09814814814814815,0.3763440860215054,0.5142857142857142,0.0718954248366013,0.09090909090909091,0.3333333333333333,0.09814814814814815,0.14857149930679342,Tanintharyi,Dawei,1,50,0.2405108966767509
MMR006002,4,4,2,24,16,0,32,0.06742585153943077,0.026143790849673196,0.051948051948051945,0.33333333333333337,0.05925925925925926,0.25806451612903225,0.05714285714285715,0.026143790849673203,0.05194805194805195,0.3333333333333333,0.05925925925925926,0.11767110884757942,Tanintharyi,Launglon,NA,NA,0.10514862958759633
MMR006003,7,1,0,12,9,100,30,0.03806628360728946,0.045751633986928095,0.012987012987012991,0.1875,0.05555555555555556,0.12903225806451615,0,0.0457516339869281,0.012987012987012988,0.1875,0.05555555555555555,0.07544855063237416,Tanintharyi,Thayetchaung,1,4097,0.0599174150558596
MMR006004,1,5,2,14,7,0,20,0.04125937834629421,0.006535947712418299,0.06493506493506494,0.14583333333333334,0.037037037037037035,0.15053763440860216,0.05714285714285715,0.006535947712418301,0.06493506493506493,0.14583333333333334,0.037037037037037035,0.0635853457544634,Tanintharyi,Yebyu,NA,NA,0.06348381038453674
MMR006005,0,4,7,16,6,0,15,0.06126264565483513,0,0.051948051948051945,0.125,0.027777777777777776,0.17204301075268819,0.19999999999999998,0,0.05194805194805195,0.125,0.027777777777777776,0.05118145743145744,Tanintharyi,Myeik,NA,NA,0.08941572553437045
MMR006006,0,0,0,2,1,0,0,0.003046179580284047,0,0,0.020833333333333336,0,0.021505376344086023,0,0,0,0.020833333333333332,0,0.005208333333333333,Tanintharyi,Kyunsu,NA,NA,0.00488093553565802
MMR006007,14,4,0,8,12,871,43,0.0548517501801714,0.09150326797385619,0.051948051948051945,0.25000000000000006,0.07962962962962963,0.08602150537634409,0,0.0915032679738562,0.05194805194805195,0.25,0.07962962962962963,0.11827023738788445,Tanintharyi,Palaw,1,145,0.08269480799721265
MMR006008,3,3,0,3,5,900,17,0.022570646190551963,0.019607843137254898,0.03896103896103897,0.10416666666666666,0.031481481481481485,0.03225806451612904,0,0.0196078431372549,0.03896103896103896,0.10416666666666667,0.03148148148148148,0.048554257561610505,Tanintharyi,Tanintharyi,NA,NA,0.0316187967608238
MMR006009,0,0,4,6,3,0,11,0.030286591840262646,0,0,0.0625,0.020370370370370372,0.06451612903225808,0.1142857142857143,0,0,0.0625,0.020370370370370372,0.020717592592592593,Tanintharyi,Kawthoung,1,184,0.04348640098100072
MMR007001,0,16,11,23,14,0,121,0.13435787410576977,0,0.20779220779220778,0.2916666666666667,0.2240740740740741,0.24731182795698928,0.3142857142857143,0,0.2077922077922078,0.2916666666666667,0.22407407407407406,0.18088323713323715,Bago-East,Bago,NA,NA,0.20092025597253138
MMR007003,0,4,0,2,1,0,1,0.007265613486365107,0,0.051948051948051945,0.020833333333333336,0.0018518518518518506,0.021505376344086023,0,0,0.05194805194805195,0.020833333333333332,0.001851851851851852,0.018658309283309284,Bago-East,Kawa,1,2456,0.011683288298208647
MMR007004,0,3,0,3,3,0,2,0.010352808189947948,0,0.03896103896103897,0.0625,0.0037037037037037095,0.03225806451612904,0,0,0.03896103896103896,0.0625,0.003703703703703704,0.026291185666185667,Bago-East,Waw,1,3758,0.01661317521766831
MMR007005,5,8,2,5,2,0,12,0.03175906866378716,0.03267973856209149,0.10389610389610389,0.04166666666666667,0.022222222222222223,0.05376344086021506,0.05714285714285715,0.032679738562091505,0.1038961038961039,0.041666666666666664,0.022222222222222223,0.05011618283677107,Bago-East,Nyaunglebin,NA,NA,0.04813753977681366
MMR007006,0,2,3,6,3,0,5,0.02622670253265437,0,0.025974025974025983,0.0625,0.009259259259259262,0.06451612903225808,0.08571428571428572,0,0.025974025974025976,0.0625,0.009259259259259259,0.02443332130832131,Bago-East,Kyauktaga,NA,NA,0.03829138494264156
MMR007007,0,2,1,2,2,0,4,0.012169272224022455,0,0.025974025974025983,0.04166666666666667,0.00740740740740741,0.021505376344086023,0.028571428571428574,0,0.025974025974025976,0.041666666666666664,0.007407407407407408,0.01876202501202501,Bago-East,Daik-U,NA,NA,0.01825556443137159
MMR007008,0,1,0,3,0,0,11,0.0058294620115330485,0,0.012987012987012991,0,0.020370370370370372,0.03225806451612904,0,0,0.012987012987012988,0,0.020370370370370372,0.00833934583934584,Bago-East,Shwegyin,NA,NA,0.009264924395465366
MMR007009,5,3,3,6,4,146,6,0.034289191462583114,0.03267973856209149,0.03896103896103897,0.08333333333333334,0.011111111111111112,0.06451612903225808,0.08571428571428572,0.032679738562091505,0.03896103896103896,0.08333333333333333,0.011111111111111112,0.04152130549189372,Bago-East,Taungoo,NA,NA,0.050243620266264485
MMR007010,0,1,0,1,4,0,5,0.009120352747405167,0,0.012987012987012991,0.08333333333333334,0.009259259259259262,0.010752688172043019,0,0,0.012987012987012988,0.08333333333333333,0.009259259259259259,0.026394901394901395,Bago-East,Yedashe,NA,NA,0.014594994516532981
MMR007011,13,6,0,6,2,1781,52,0.043707563352900006,0.0849673202614379,0.0779220779220779,0.04166666666666667,0.0962962962962963,0.06451612903225808,0,0.08496732026143791,0.07792207792207792,0.041666666666666664,0.0962962962962963,0.0752130902866197,Bago-East,Kyaukkyi,2,4357,0.06048777313828801
MMR007012,2,5,2,3,2,0,8,0.02342532214504662,0.013071895424836598,0.06493506493506494,0.04166666666666667,0.014814814814814814,0.03225806451612904,0.05714285714285715,0.013071895424836602,0.06493506493506493,0.041666666666666664,0.014814814814814815,0.03362211046034575,Bago-East,Phyu,NA,NA,0.0349462909150724
MMR007013,0,0,0,1,1,0,1,0.0025333698290306793,0,0,0.020833333333333336,0.0018518518518518506,0.010752688172043019,0,0,0,0.020833333333333332,0.001851851851851852,0.005671296296296296,Bago-East,Oktwin,NA,NA,0.004052627032649439
MMR007014,3,2,0,1,3,80,14,0.013830881957632327,0.019607843137254898,0.025974025974025983,0.0625,0.025925925925925925,0.010752688172043019,0,0.0196078431372549,0.025974025974025976,0.0625,0.025925925925925925,0.0335019487593017,Bago-East,Htantabin,NA,NA,0.021535895739661703
MMR008001,1,16,4,22,11,0,22,0.07415057814919826,0.006535947712418299,0.20779220779220778,0.22916666666666669,0.040740740740740744,0.23655913978494625,0.1142857142857143,0.006535947712418301,0.2077922077922078,0.22916666666666666,0.040740740740740744,0.12105889072800838,Bago-West,Pyay,NA,NA,0.11382699676765003
MMR008002,0,0,0,1,0,0,0,7.481678807990177e-4,0,0,0,0,0.010752688172043019,0,0,0,0,0,0,Bago-West,Paukkhaung,NA,NA,0.001197720189975998
MMR008003,0,5,0,9,0,0,0,0.01171360564786042,0,0.06493506493506494,0,0,0.09677419354838711,0,0,0.06493506493506493,0,0,0.016233766233766232,Bago-West,Padaung,NA,NA,0.018820658054262994
MMR008004,1,8,0,5,8,0,12,0.02790134619662125,0.006535947712418299,0.10389610389610389,0.16666666666666669,0.022222222222222223,0.05376344086021506,0,0.006535947712418301,0.1038961038961039,0.16666666666666666,0.022222222222222223,0.07483023512435276,Bago-West,Paungde,NA,NA,0.04466920323271433
MMR008005,0,2,0,6,1,0,4,0.008972321509930421,0,0.025974025974025983,0.020833333333333336,0.00740740740740741,0.06451612903225808,0,0,0.025974025974025976,0.020833333333333332,0.007407407407407408,0.013553691678691679,Bago-West,Thegon,NA,NA,0.014365933581223279
MMR008006,0,1,0,0,1,0,1,0.002781220892365515,0,0.012987012987012991,0.020833333333333336,0.0018518518518518506,0,0,0,0.012987012987012988,0.020833333333333332,0.001851851851851852,0.008918049543049544,Bago-West,Shwedaung,NA,NA,0.004463142111569245
MMR008007,0,3,0,11,0,0,0,0.011217903521190748,0,0.03896103896103897,0,0,0.11827956989247312,0,0,0.03896103896103896,0,0,0.00974025974025974,Bago-West,Thayarwady,NA,NA,0.017999627896423377
MMR008008,0,1,0,3,1,0,1,0.005025724534762566,0,0.012987012987012991,0.020833333333333336,0.0018518518518518506,0.03225806451612904,0,0,0.012987012987012988,0.020833333333333332,0.001851851851851852,0.008918049543049544,Bago-West,Letpadan,NA,NA,0.008056302681497237
MMR008009,0,2,0,3,0,0,0,0.004236541530664759,0,0.025974025974025983,0,0,0.03225806451612904,0,0,0.025974025974025976,0,0,0.006493506493506494,Bago-West,Minhla,NA,NA,0.006809631107719599
MMR008010,1,0,1,2,1,0,1,0.008890623263951236,0.006535947712418299,0,0.020833333333333336,0.0018518518518518506,0.021505376344086023,0.028571428571428574,0.006535947712418301,0,0.020833333333333332,0.001851851851851852,0.007305283224400871,Bago-West,Okpho,NA,NA,0.012943182319382442
MMR008011,0,2,0,0,0,0,2,0.002462754147359006,0,0.025974025974025983,0,0.0037037037037037095,0,0,0,0.025974025974025976,0,0.003703703703703704,0.0074194324194324195,Bago-West,Zigon,NA,NA,0.0039552939117264395
MMR008012,2,3,0,3,3,0,6,0.013232854979169446,0.013071895424836598,0.03896103896103897,0.0625,0.011111111111111112,0.03225806451612904,0,0.013071895424836602,0.03896103896103896,0.0625,0.011111111111111112,0.031411011374246664,Bago-West,Nattalin,NA,NA,0.02108645925035944
MMR008013,0,1,1,2,1,0,2,0.00915269320211129,0,0.012987012987012991,0.020833333333333336,0.0037037037037037095,0.021505376344086023,0.028571428571428574,0,0.012987012987012988,0.020833333333333332,0.003703703703703704,0.009381012506012506,Bago-West,Monyo,NA,NA,0.01342301063283493
MMR008014,1,5,1,2,1,0,3,0.014341434243711801,0.006535947712418299,0.06493506493506494,0.020833333333333336,0.00555555555555556,0.021505376344086023,0.028571428571428574,0.006535947712418301,0.06493506493506493,0.020833333333333332,0.005555555555555556,0.024464975384093028,Bago-West,Gyobingauk,NA,NA,0.02172318203779629
MMR009001,2,20,9,26,11,0,28,0.10670767345473353,0.013071895424836598,0.2597402597402597,0.22916666666666669,0.05185185185185185,0.2795698924731183,0.2571428571428571,0.013071895424836602,0.2597402597402597,0.22916666666666666,0.05185185185185185,0.1384576684209037,Magway,Magway,1,16853,0.15974018963908382
MMR009002,0,4,1,6,2,0,2,0.01668326537639493,0,0.051948051948051945,0.04166666666666667,0.0037037037037037095,0.06451612903225808,0.028571428571428574,0,0.05194805194805195,0.041666666666666664,0.003703703703703704,0.024329605579605583,Magway,Yenangyaung,2,12512,0.025524092355132352
MMR009003,0,2,1,4,2,0,2,0.013194891726529191,0,0.025974025974025983,0.04166666666666667,0.0037037037037037095,0.043010752688172046,0.028571428571428574,0,0.025974025974025976,0.041666666666666664,0.003703703703703704,0.017836099086099087,Magway,Chauk,2,12613,0.019912181437388755
MMR009004,1,16,3,46,28,0,17,0.11263738313970656,0.006535947712418299,0.20779220779220778,0.5833333333333334,0.031481481481481485,0.49462365591397855,0.08571428571428572,0.006535947712418301,0.2077922077922078,0.5833333333333334,0.03148148148148148,0.20728574257986024,Magway,Taungdwingyi,NA,NA,0.17678362408489304
MMR009005,1,6,0,7,10,0,7,0.029328541059595356,0.006535947712418299,0.0779220779220779,0.20833333333333331,0.012962962962962963,0.07526881720430108,0,0.006535947712418301,0.07792207792207792,0.20833333333333334,0.012962962962962963,0.07643858048269814,Magway,Myothit,2,20828,0.046972104951449684
MMR009006,1,4,0,13,10,1289,7,0.03566366122321863,0.006535947712418299,0.051948051948051945,0.20833333333333331,0.012962962962962963,0.13978494623655915,0,0.006535947712418301,0.05194805194805195,0.20833333333333334,0.012962962962962963,0.06994507398919164,Magway,Natmauk,1,42,0.050941955553514065
MMR009007,1,3,1,8,0,279,0,0.015413241107096796,0.006535947712418299,0.03896103896103897,0,0,0.08602150537634409,0.028571428571428574,0.006535947712418301,0.03896103896103896,0,0,0.011374246668364315,Magway,Minbu,1,12904,0.022099302423252396
MMR009008,1,14,3,18,7,0,11,0.0557377756193862,0.006535947712418299,0.1818181818181818,0.14583333333333334,0.020370370370370372,0.19354838709677422,0.08571428571428572,0.006535947712418301,0.18181818181818182,0.14583333333333334,0.020370370370370372,0.08863945830857596,Magway,Pwintbyu,NA,NA,0.08561911983614248
MMR009009,0,0,2,3,1,0,0,0.013073904298287245,0,0,0.020833333333333336,0,0.03225806451612904,0.05714285714285715,0,0,0.020833333333333332,0,0.005208333333333333,Magway,Ngape,NA,NA,0.018468688634326564
MMR009010,1,2,1,8,6,0,7,0.024533036307717006,0.006535947712418299,0.025974025974025983,0.125,0.012962962962962963,0.08602150537634409,0.028571428571428574,0.006535947712418301,0.025974025974025976,0.125,0.012962962962962963,0.042618234162351804,Magway,Salin,2,7770,0.03798991989736465
MMR009011,0,0,0,2,1,0,0,0.003046179580284047,0,0,0.020833333333333336,0,0.021505376344086023,0,0,0,0.020833333333333332,0,0.005208333333333333,Magway,Sidoktaya,NA,NA,0.00488093553565802
MMR009012,2,3,0,4,1,0,5,0.010645977093050788,0.013071895424836598,0.03896103896103897,0.020833333333333336,0.009259259259259262,0.043010752688172046,0,0.013071895424836602,0.03896103896103896,0.020833333333333332,0.009259259259259259,0.02053138174461704,Magway,Thayet,NA,NA,0.016943777441955972
MMR009013,0,2,0,7,0,0,0,0.007229213053860827,0,0.025974025974025983,0,0,0.07526881720430108,0,0,0.025974025974025976,0,0,0.006493506493506494,Magway,Minhla,NA,NA,0.011600511867623587
MMR009014,0,0,0,3,0,0,0,0.002244503642397052,0,0,0,0,0.03225806451612904,0,0,0,0,0,0,Magway,Mindon,NA,NA,0.003593160569927992
MMR009015,1,1,0,6,1,0,0,0.00800417718313342,0.006535947712418299,0.012987012987012991,0.020833333333333336,0,0.06451612903225808,0,0.006535947712418301,0.012987012987012988,0.020833333333333332,0,0.010089073508191156,Magway,Kamma,NA,NA,0.012777870206868547
MMR009016,1,1,1,7,3,0,4,0.01743324363808915,0.006535947712418299,0.012987012987012991,0.0625,0.00740740740740741,0.07526881720430108,0.028571428571428574,0.006535947712418301,0.012987012987012988,0.0625,0.007407407407407408,0.022357592026709675,Magway,Aunglan,NA,NA,0.02661924391047253
